depart_sec,origin_edge,dest_edge,speed
2768,np5_nt5,nt1_np20,11.0
2768,np5_nt5,nt21_np16,11.0
2768,np4_nt4,nt20_np9,11.0
2769,np19_nt6,nt5_np5,11.0
2769,np12_nt24,nt10_np7,11.0
2770,np11_nt25,nt4_np4,11.0
2770,np15_nt21,nt5_np5,11.0
2771,np13_nt23,nt20_np9,11.0
2771,np2_nt2,nt11_np18,11.0
2771,np18_nt11,nt1_np1,11.0
2773,np4_nt4,nt5_np5,11.0
2774,np6_nt5,nt5_np5,11.0
2774,np12_nt24,nt2_np2,11.0
2775,np19_nt6,nt1_np20,11.0
2775,np15_nt21,nt2_np2,11.0
2776,np19_nt6,nt25_np11,11.0
2777,np2_nt2,nt21_np16,11.0
2778,np12_nt24,nt20_np9,11.0
2778,np11_nt25,nt3_np3,11.0
2778,np12_nt24,nt2_np2,11.0
2779,np17_nt16,nt25_np11,11.0
2780,np4_nt4,nt15_np8,11.0
2780,np9_nt20,nt10_np7,11.0
2780,np10_nt25,nt1_np20,11.0
2780,np4_nt4,nt15_np8,11.0
2781,np9_nt20,nt1_np20,11.0
2781,np8_nt15,nt22_np14,11.0
2781,np8_nt15,nt5_np6,11.0
2782,np16_nt21,nt25_np11,11.0
2783,np12_nt24,nt4_np4,11.0
2783,np10_nt25,nt5_np5,11.0
2783,np19_nt6,nt4_np4,11.0
2785,np4_nt4,nt23_np13,11.0
2785,np20_nt1,nt25_np11,11.0
2785,np12_nt24,nt3_np3,11.0
2786,np3_nt3,nt25_np10,11.0
2786,np12_nt24,nt4_np4,11.0
2787,np11_nt25,nt1_np1,11.0
2787,np19_nt6,nt21_np15,11.0
2789,np19_nt6,nt10_np7,11.0
2789,np17_nt16,nt3_np3,11.0
2789,np17_nt16,nt10_np7,11.0
2789,np16_nt21,nt5_np6,11.0
2789,np15_nt21,nt6_np19,11.0
2790,np7_nt10,nt21_np16,11.0
2790,np5_nt5,nt10_np7,11.0
2790,np18_nt11,nt25_np10,11.0
2790,np12_nt24,nt10_np7,11.0
2791,np16_nt21,nt2_np2,11.0
2791,np8_nt15,nt25_np10,11.0
2791,np5_nt5,nt21_np16,11.0
2791,np6_nt5,nt6_np19,11.0
2791,np15_nt21,nt10_np7,11.0
2792,np10_nt25,nt4_np4,11.0
2792,np15_nt21,nt2_np2,11.0
2793,np11_nt25,nt15_np8,11.0
2793,np4_nt4,nt23_np13,11.0
2793,np5_nt5,nt20_np9,11.0
2793,np20_nt1,nt10_np7,11.0
2794,np4_nt4,nt5_np6,11.0
2794,np18_nt11,nt3_np3,11.0
2794,np3_nt3,nt25_np10,11.0
2795,np12_nt24,nt21_np15,11.0
2795,np15_nt21,nt11_np18,11.0
2797,np12_nt24,nt2_np2,11.0
2797,np20_nt1,nt25_np10,11.0
2797,np5_nt5,nt21_np15,11.0
2797,np5_nt5,nt25_np10,11.0
2798,np7_nt10,nt1_np20,11.0
2799,np4_nt4,nt16_np17,11.0
2800,np14_nt22,nt24_np12,11.0
2801,np3_nt3,nt11_np18,11.0
2804,np13_nt23,nt20_np9,11.0
2804,np8_nt15,nt2_np2,11.0
2805,np5_nt5,nt4_np4,11.0
2805,np2_nt2,nt24_np12,11.0
2806,np2_nt2,nt20_np9,11.0
2806,np11_nt25,nt6_np19,11.0
2806,np18_nt11,nt10_np7,11.0
2807,np11_nt25,nt5_np5,11.0
2807,np13_nt23,nt6_np19,11.0
2807,np19_nt6,nt1_np20,11.0
2807,np12_nt24,nt1_np1,11.0
2807,np14_nt22,nt1_np20,11.0
2808,np10_nt25,nt1_np20,11.0
2808,np6_nt5,nt24_np12,11.0
2810,np8_nt15,nt25_np10,11.0
2810,np14_nt22,nt1_np1,11.0
2810,np5_nt5,nt21_np15,11.0
2812,np4_nt4,nt2_np2,11.0
2812,np17_nt16,nt25_np11,11.0
2814,np5_nt5,nt20_np9,11.0
2815,np11_nt25,nt10_np7,11.0
2815,np5_nt5,nt3_np3,11.0
2815,np1_nt1,nt3_np3,11.0
2816,np16_nt21,nt23_np13,11.0
2816,np6_nt5,nt16_np17,11.0
2816,np18_nt11,nt5_np5,11.0
2818,np7_nt10,nt1_np20,11.0
2818,np7_nt10,nt22_np14,11.0
2818,np12_nt24,nt1_np20,11.0
2819,np11_nt25,nt11_np18,11.0
2820,np1_nt1,nt10_np7,11.0
2820,np3_nt3,nt10_np7,11.0
2820,np19_nt6,nt23_np13,11.0
2820,np8_nt15,nt1_np20,11.0
2821,np20_nt1,nt21_np16,11.0
2821,np6_nt5,nt1_np1,11.0
2822,np11_nt25,nt25_np10,11.0
2822,np12_nt24,nt5_np5,11.0
2823,np5_nt5,nt1_np20,11.0
2824,np4_nt4,nt20_np9,11.0
2824,np11_nt25,nt25_np10,11.0
2825,np2_nt2,nt11_np18,11.0
2826,np2_nt2,nt1_np20,11.0
2826,np15_nt21,nt1_np1,11.0
2827,np5_nt5,nt1_np1,11.0
2828,np6_nt5,nt4_np4,11.0
2828,np3_nt3,nt16_np17,11.0
2828,np15_nt21,nt4_np4,11.0
2828,np18_nt11,nt25_np10,11.0
2828,np4_nt4,nt10_np7,11.0
2828,np10_nt25,nt2_np2,11.0
2828,np8_nt15,nt16_np17,11.0
2828,np19_nt6,nt2_np2,11.0
2829,np15_nt21,nt24_np12,11.0
2832,np13_nt23,nt21_np16,11.0
2832,np7_nt10,nt16_np17,11.0
2832,np20_nt1,nt10_np7,11.0
2833,np1_nt1,nt3_np3,11.0
2833,np9_nt20,nt11_np18,11.0
2833,np18_nt11,nt4_np4,11.0
2836,np10_nt25,nt25_np11,11.0
2836,np14_nt22,nt1_np20,11.0
2837,np8_nt15,nt25_np11,11.0
2837,np16_nt21,nt15_np8,11.0
2837,np6_nt5,nt21_np15,11.0
2838,np3_nt3,nt4_np4,11.0
2839,np11_nt25,nt16_np17,11.0
2839,np6_nt5,nt10_np7,11.0
2839,np18_nt11,nt25_np11,11.0
2840,np15_nt21,nt5_np6,11.0
2840,np1_nt1,nt25_np10,11.0
2840,np1_nt1,nt16_np17,11.0
2841,np7_nt10,nt20_np9,11.0
2843,np15_nt21,nt22_np14,11.0
2843,np8_nt15,nt1_np1,11.0
2844,np11_nt25,nt24_np12,11.0
2844,np7_nt10,nt22_np14,11.0
2845,np11_nt25,nt5_np5,11.0
2845,np14_nt22,nt20_np9,11.0
2846,np9_nt20,nt1_np1,11.0
2846,np2_nt2,nt1_np1,11.0
2848,np13_nt23,nt4_np4,11.0
2848,np19_nt6,nt25_np10,11.0
2848,np11_nt25,nt10_np7,11.0
2849,np8_nt15,nt4_np4,11.0
2849,np12_nt24,nt4_np4,11.0
2849,np12_nt24,nt6_np19,11.0
2849,np9_nt20,nt5_np6,11.0
2849,np5_nt5,nt25_np10,11.0
2849,np7_nt10,nt23_np13,11.0
2850,np6_nt5,nt16_np17,11.0
2852,np15_nt21,nt25_np11,11.0
2853,np15_nt21,nt1_np20,11.0
2854,np5_nt5,nt21_np15,11.0
2855,np4_nt4,nt10_np7,11.0
2857,np20_nt1,nt10_np7,11.0
2857,np15_nt21,nt2_np2,11.0
2858,np7_nt10,nt15_np8,11.0
2859,np1_nt1,nt10_np7,11.0
2859,np16_nt21,nt16_np17,11.0
2860,np14_nt22,nt4_np4,11.0
2860,np20_nt1,nt21_np15,11.0
2861,np1_nt1,nt2_np2,11.0
2862,np7_nt10,nt22_np14,11.0
2862,np14_nt22,nt5_np6,11.0
2862,np4_nt4,nt2_np2,11.0
2862,np7_nt10,nt20_np9,11.0
2863,np11_nt25,nt10_np7,11.0
2863,np4_nt4,nt22_np14,11.0
2863,np5_nt5,nt2_np2,11.0
2864,np9_nt20,nt5_np5,11.0
2865,np5_nt5,nt1_np1,11.0
2865,np4_nt4,nt23_np13,11.0
2865,np10_nt25,nt24_np12,11.0
2866,np18_nt11,nt3_np3,11.0
2866,np11_nt25,nt10_np7,11.0
2867,np16_nt21,nt1_np1,11.0
2867,np2_nt2,nt10_np7,11.0
2868,np1_nt1,nt21_np15,11.0
2868,np11_nt25,nt21_np16,11.0
2868,np18_nt11,nt25_np10,11.0
2869,np13_nt23,nt6_np19,11.0
2869,np13_nt23,nt10_np7,11.0
2870,np14_nt22,nt15_np8,11.0
2870,np12_nt24,nt5_np5,11.0
2871,np11_nt25,nt22_np14,11.0
2872,np7_nt10,nt5_np5,11.0
2872,np7_nt10,nt4_np4,11.0
2872,np17_nt16,nt1_np1,11.0
2873,np10_nt25,nt21_np15,11.0
2873,np2_nt2,nt5_np5,11.0
2874,np12_nt24,nt15_np8,11.0
2875,np3_nt3,nt6_np19,11.0
2875,np2_nt2,nt10_np7,11.0
2875,np17_nt16,nt20_np9,11.0
2875,np2_nt2,nt5_np6,11.0
2875,np13_nt23,nt11_np18,11.0
2876,np16_nt21,nt11_np18,11.0
2876,np19_nt6,nt25_np10,11.0
2876,np3_nt3,nt25_np11,11.0
2877,np13_nt23,nt1_np1,11.0
2877,np2_nt2,nt11_np18,11.0
2877,np10_nt25,nt25_np11,11.0
2878,np19_nt6,nt23_np13,11.0
2878,np14_nt22,nt2_np2,11.0
2878,np9_nt20,nt11_np18,11.0
2879,np8_nt15,nt21_np16,11.0
2880,np13_nt23,nt4_np4,11.0
2880,np11_nt25,nt10_np7,11.0
2881,np14_nt22,nt25_np11,11.0
2881,np11_nt25,nt15_np8,11.0
2881,np6_nt5,nt1_np20,11.0
2883,np2_nt2,nt5_np6,11.0
2883,np11_nt25,nt21_np15,11.0
2884,np2_nt2,nt20_np9,11.0
2884,np10_nt25,nt5_np6,11.0
2884,np12_nt24,nt23_np13,11.0
2884,np15_nt21,nt10_np7,11.0
2884,np14_nt22,nt15_np8,11.0
2885,np7_nt10,nt11_np18,11.0
2885,np16_nt21,nt5_np5,11.0
2885,np6_nt5,nt22_np14,11.0
2885,np2_nt2,nt6_np19,11.0
2885,np20_nt1,nt15_np8,11.0
2885,np7_nt10,nt3_np3,11.0
2886,np20_nt1,nt1_np1,11.0
2888,np14_nt22,nt25_np11,11.0
2888,np9_nt20,nt1_np1,11.0
2888,np8_nt15,nt25_np10,11.0
2888,np12_nt24,nt11_np18,11.0
2888,np10_nt25,nt5_np5,11.0
2891,np17_nt16,nt1_np1,11.0
2891,np2_nt2,nt24_np12,11.0
2892,np6_nt5,nt1_np1,11.0
2892,np16_nt21,nt5_np5,11.0
2893,np16_nt21,nt21_np15,11.0
2894,np13_nt23,nt3_np3,11.0
2894,np20_nt1,nt4_np4,11.0
2895,np10_nt25,nt16_np17,11.0
2896,np8_nt15,nt2_np2,11.0
2897,np3_nt3,nt10_np7,11.0
2897,np19_nt6,nt16_np17,11.0
2897,np3_nt3,nt20_np9,11.0
2897,np18_nt11,nt5_np6,11.0
2898,np6_nt5,nt1_np1,11.0
2898,np7_nt10,nt1_np1,11.0
2898,np13_nt23,nt20_np9,11.0
2900,np8_nt15,nt5_np6,11.0
2900,np1_nt1,nt6_np19,11.0
2901,np18_nt11,nt25_np10,11.0
2901,np14_nt22,nt21_np15,11.0
2901,np20_nt1,nt5_np6,11.0
2903,np18_nt11,nt10_np7,11.0
2904,np13_nt23,nt11_np18,11.0
2905,np6_nt5,nt5_np5,11.0
2906,np3_nt3,nt5_np5,11.0
2906,np8_nt15,nt21_np16,11.0
2907,np2_nt2,nt25_np10,11.0
2908,np5_nt5,nt3_np3,11.0
2909,np14_nt22,nt1_np20,11.0
2909,np12_nt24,nt22_np14,11.0
2909,np10_nt25,nt10_np7,11.0
2910,np15_nt21,nt21_np16,11.0
2910,np10_nt25,nt15_np8,11.0
2910,np11_nt25,nt11_np18,11.0
2911,np11_nt25,nt15_np8,11.0
2912,np10_nt25,nt22_np14,11.0
2914,np1_nt1,nt21_np15,11.0
2914,np5_nt5,nt3_np3,11.0
2915,np17_nt16,nt21_np16,11.0
2916,np11_nt25,nt21_np15,11.0
2916,np8_nt15,nt25_np10,11.0
2916,np16_nt21,nt22_np14,11.0
2916,np7_nt10,nt6_np19,11.0
2918,np9_nt20,nt21_np16,11.0
2918,np16_nt21,nt23_np13,11.0
2918,np2_nt2,nt21_np15,11.0
2919,np14_nt22,nt15_np8,11.0
2920,np3_nt3,nt1_np1,11.0
2921,np20_nt1,nt15_np8,11.0
2921,np8_nt15,nt25_np10,11.0
2923,np6_nt5,nt3_np3,11.0
2923,np16_nt21,nt15_np8,11.0
2924,np9_nt20,nt6_np19,11.0
2925,np17_nt16,nt3_np3,11.0
2925,np2_nt2,nt5_np6,11.0
2925,np3_nt3,nt5_np6,11.0
2925,np6_nt5,nt1_np20,11.0
2926,np2_nt2,nt22_np14,11.0
2926,np8_nt15,nt22_np14,11.0
2928,np4_nt4,nt15_np8,11.0
2928,np4_nt4,nt15_np8,11.0
2928,np11_nt25,nt5_np6,11.0
2929,np4_nt4,nt25_np11,11.0
2929,np10_nt25,nt20_np9,11.0
2930,np14_nt22,nt11_np18,11.0
2930,np2_nt2,nt25_np11,11.0
2931,np6_nt5,nt11_np18,11.0
2933,np7_nt10,nt5_np6,11.0
2933,np19_nt6,nt25_np11,11.0
2933,np11_nt25,nt6_np19,11.0
2934,np15_nt21,nt6_np19,11.0
2935,np19_nt6,nt21_np15,11.0
2936,np7_nt10,nt2_np2,11.0
2936,np14_nt22,nt5_np5,11.0
2936,np10_nt25,nt5_np6,11.0
2937,np16_nt21,nt16_np17,11.0
2937,np9_nt20,nt4_np4,11.0
2937,np13_nt23,nt2_np2,11.0
2937,np8_nt15,nt25_np11,11.0
2939,np5_nt5,nt25_np10,11.0
2941,np14_nt22,nt1_np1,11.0
2941,np16_nt21,nt4_np4,11.0
2942,np5_nt5,nt4_np4,11.0
2942,np8_nt15,nt25_np10,11.0
2942,np20_nt1,nt1_np1,11.0
2943,np5_nt5,nt20_np9,11.0
2943,np20_nt1,nt5_np5,11.0
2943,np5_nt5,nt22_np14,11.0
2943,np15_nt21,nt5_np6,11.0
2944,np19_nt6,nt25_np11,11.0
2944,np15_nt21,nt4_np4,11.0
2944,np17_nt16,nt3_np3,11.0
2945,np13_nt23,nt5_np5,11.0
2948,np17_nt16,nt4_np4,11.0
2948,np4_nt4,nt2_np2,11.0
2950,np19_nt6,nt1_np20,11.0
2950,np15_nt21,nt15_np8,11.0
2951,np14_nt22,nt5_np5,11.0
2951,np10_nt25,nt16_np17,11.0
2951,np4_nt4,nt23_np13,11.0
2952,np17_nt16,nt1_np1,11.0
2952,np10_nt25,nt1_np1,11.0
2953,np1_nt1,nt24_np12,11.0
2954,np7_nt10,nt22_np14,11.0
2954,np9_nt20,nt1_np20,11.0
2955,np11_nt25,nt16_np17,11.0
2955,np1_nt1,nt5_np6,11.0
2955,np10_nt25,nt4_np4,11.0
2956,np3_nt3,nt20_np9,11.0
2957,np7_nt10,nt5_np5,11.0
2957,np13_nt23,nt10_np7,11.0
2957,np17_nt16,nt21_np15,11.0
2958,np17_nt16,nt2_np2,11.0
2958,np12_nt24,nt21_np15,11.0
2959,np20_nt1,nt21_np15,11.0
2960,np20_nt1,nt21_np15,11.0
2960,np5_nt5,nt25_np11,11.0
2960,np14_nt22,nt21_np16,11.0
2960,np16_nt21,nt10_np7,11.0
2962,np13_nt23,nt16_np17,11.0
2962,np17_nt16,nt4_np4,11.0
2962,np2_nt2,nt16_np17,11.0
2962,np5_nt5,nt1_np1,11.0
2963,np5_nt5,nt2_np2,11.0
2963,np1_nt1,nt15_np8,11.0
2963,np6_nt5,nt25_np11,11.0
2965,np17_nt16,nt2_np2,11.0
2965,np16_nt21,nt2_np2,11.0
2965,np16_nt21,nt23_np13,11.0
2966,np3_nt3,nt2_np2,11.0
2966,np8_nt15,nt3_np3,11.0
2967,np17_nt16,nt10_np7,11.0
2967,np4_nt4,nt25_np10,11.0
2967,np13_nt23,nt6_np19,11.0
2968,np6_nt5,nt6_np19,11.0
2968,np1_nt1,nt15_np8,11.0
2969,np20_nt1,nt23_np13,11.0
2969,np4_nt4,nt21_np15,11.0
2969,np7_nt10,nt15_np8,11.0
2969,np6_nt5,nt5_np5,11.0
2969,np8_nt15,nt5_np5,11.0
2969,np6_nt5,nt4_np4,11.0
2971,np12_nt24,nt6_np19,11.0
2972,np8_nt15,nt24_np12,11.0
2973,np6_nt5,nt20_np9,11.0
2973,np11_nt25,nt4_np4,11.0
2974,np17_nt16,nt21_np16,11.0
2974,np7_nt10,nt11_np18,11.0
2975,np6_nt5,nt6_np19,11.0
2975,np4_nt4,nt24_np12,11.0
2976,np3_nt3,nt11_np18,11.0
2976,np18_nt11,nt20_np9,11.0
2976,np9_nt20,nt3_np3,11.0
2976,np3_nt3,nt1_np1,11.0
2977,np15_nt21,nt2_np2,11.0
2977,np17_nt16,nt4_np4,11.0
2977,np18_nt11,nt3_np3,11.0
2978,np6_nt5,nt25_np11,11.0
2978,np4_nt4,nt21_np16,11.0
2978,np15_nt21,nt23_np13,11.0
2978,np2_nt2,nt1_np1,11.0
2978,np16_nt21,nt5_np6,11.0
2978,np8_nt15,nt1_np1,11.0
2979,np15_nt21,nt22_np14,11.0
2979,np17_nt16,nt10_np7,11.0
2979,np2_nt2,nt3_np3,11.0
2979,np14_nt22,nt4_np4,11.0
2979,np5_nt5,nt22_np14,11.0
2980,np17_nt16,nt3_np3,11.0
2980,np8_nt15,nt21_np15,11.0
2980,np19_nt6,nt20_np9,11.0
2980,np5_nt5,nt25_np10,11.0
2980,np5_nt5,nt5_np6,11.0
2982,np13_nt23,nt15_np8,11.0
2982,np10_nt25,nt5_np6,11.0
2982,np17_nt16,nt20_np9,11.0
2983,np11_nt25,nt25_np10,11.0
2983,np9_nt20,nt2_np2,11.0
2983,np20_nt1,nt21_np15,11.0
2984,np4_nt4,nt2_np2,11.0
2984,np8_nt15,nt5_np5,11.0
2985,np1_nt1,nt10_np7,11.0
2986,np7_nt10,nt15_np8,11.0
2986,np19_nt6,nt21_np15,11.0
2987,np1_nt1,nt2_np2,11.0
2987,np12_nt24,nt22_np14,11.0
2987,np18_nt11,nt21_np15,11.0
2987,np1_nt1,nt1_np20,11.0
2987,np17_nt16,nt5_np6,11.0
2987,np16_nt21,nt16_np17,11.0
2988,np9_nt20,nt16_np17,11.0
2989,np11_nt25,nt10_np7,11.0
2989,np6_nt5,nt10_np7,11.0
2990,np19_nt6,nt2_np2,11.0
2990,np11_nt25,nt21_np15,11.0
2991,np6_nt5,nt11_np18,11.0
2992,np7_nt10,nt21_np16,11.0
2993,np10_nt25,nt25_np11,11.0
2994,np2_nt2,nt5_np6,11.0
2994,np1_nt1,nt15_np8,11.0
2994,np5_nt5,nt11_np18,11.0
2995,np9_nt20,nt22_np14,11.0
2995,np5_nt5,nt1_np1,11.0
2996,np16_nt21,nt2_np2,11.0
2997,np4_nt4,nt16_np17,11.0
2997,np20_nt1,nt21_np16,11.0
2997,np1_nt1,nt22_np14,11.0
2998,np16_nt21,nt15_np8,11.0
2999,np20_nt1,nt21_np16,11.0
2999,np15_nt21,nt1_np1,11.0
2999,np8_nt15,nt2_np2,11.0
2999,np11_nt25,nt21_np15,11.0
3000,np13_nt23,nt22_np14,11.0
3000,np13_nt23,nt21_np16,11.0
3000,np1_nt1,nt15_np8,11.0
3001,np2_nt2,nt16_np17,11.0
3001,np5_nt5,nt10_np7,11.0
3002,np4_nt4,nt15_np8,11.0
3003,np11_nt25,nt6_np19,11.0
3003,np4_nt4,nt5_np5,11.0
3003,np6_nt5,nt23_np13,11.0
3004,np4_nt4,nt5_np6,11.0
3004,np3_nt3,nt1_np20,11.0
3004,np19_nt6,nt22_np14,11.0
3006,np15_nt21,nt11_np18,11.0
3007,np3_nt3,nt25_np11,11.0
3007,np9_nt20,nt6_np19,11.0
3007,np8_nt15,nt4_np4,11.0
3007,np17_nt16,nt25_np11,11.0
3008,np9_nt20,nt24_np12,11.0
3008,np2_nt2,nt22_np14,11.0
3008,np11_nt25,nt10_np7,11.0
3009,np19_nt6,nt25_np10,11.0
3009,np13_nt23,nt1_np1,11.0
3009,np10_nt25,nt16_np17,11.0
3010,np7_nt10,nt1_np1,11.0
3011,np10_nt25,nt11_np18,11.0
3012,np8_nt15,nt4_np4,11.0
3013,np7_nt10,nt1_np1,11.0
3013,np13_nt23,nt25_np10,11.0
3013,np14_nt22,nt24_np12,11.0
3013,np16_nt21,nt16_np17,11.0
3013,np5_nt5,nt23_np13,11.0
3014,np13_nt23,nt4_np4,11.0
3015,np4_nt4,nt11_np18,11.0
3015,np13_nt23,nt10_np7,11.0
3016,np10_nt25,nt11_np18,11.0
3018,np16_nt21,nt10_np7,11.0
3018,np12_nt24,nt5_np6,11.0
3019,np4_nt4,nt1_np20,11.0
3019,np1_nt1,nt3_np3,11.0
3021,np14_nt22,nt24_np12,11.0
3021,np8_nt15,nt16_np17,11.0
3021,np19_nt6,nt24_np12,11.0
3022,np9_nt20,nt21_np15,11.0
3022,np3_nt3,nt1_np20,11.0
3025,np17_nt16,nt25_np11,11.0
3025,np16_nt21,nt1_np20,11.0
3025,np9_nt20,nt10_np7,11.0
3026,np9_nt20,nt11_np18,11.0
3028,np6_nt5,nt21_np15,11.0
3028,np17_nt16,nt4_np4,11.0
3028,np16_nt21,nt20_np9,11.0
3028,np10_nt25,nt5_np6,11.0
3029,np14_nt22,nt5_np6,11.0
3029,np14_nt22,nt1_np20,11.0
3033,np18_nt11,nt3_np3,11.0
3033,np10_nt25,nt5_np5,11.0
3034,np4_nt4,nt15_np8,11.0
3035,np13_nt23,nt5_np5,11.0
3036,np6_nt5,nt25_np11,11.0
3036,np20_nt1,nt25_np11,11.0
3036,np7_nt10,nt15_np8,11.0
3038,np18_nt11,nt5_np6,11.0
3038,np19_nt6,nt11_np18,11.0
3039,np4_nt4,nt5_np5,11.0
3040,np13_nt23,nt22_np14,11.0
3040,np6_nt5,nt6_np19,11.0
3040,np14_nt22,nt6_np19,11.0
3040,np9_nt20,nt22_np14,11.0
3041,np11_nt25,nt25_np10,11.0
3041,np1_nt1,nt6_np19,11.0
3042,np9_nt20,nt10_np7,11.0
3042,np7_nt10,nt24_np12,11.0
3043,np3_nt3,nt22_np14,11.0
3043,np17_nt16,nt21_np15,11.0
3043,np5_nt5,nt23_np13,11.0
3044,np11_nt25,nt4_np4,11.0
3044,np19_nt6,nt2_np2,11.0
3044,np5_nt5,nt10_np7,11.0
3047,np11_nt25,nt5_np6,11.0
3048,np18_nt11,nt16_np17,11.0
3048,np20_nt1,nt10_np7,11.0
3048,np6_nt5,nt11_np18,11.0
3049,np9_nt20,nt11_np18,11.0
3050,np5_nt5,nt25_np11,11.0
3050,np4_nt4,nt1_np20,11.0
3051,np8_nt15,nt10_np7,11.0
3051,np5_nt5,nt10_np7,11.0
3052,np20_nt1,nt2_np2,11.0
3052,np9_nt20,nt4_np4,11.0
3054,np12_nt24,nt5_np6,11.0
3054,np14_nt22,nt5_np6,11.0
3054,np15_nt21,nt2_np2,11.0
3058,np16_nt21,nt25_np11,11.0
3059,np12_nt24,nt6_np19,11.0
3059,np6_nt5,nt6_np19,11.0
3059,np9_nt20,nt3_np3,11.0
3060,np16_nt21,nt20_np9,11.0
3061,np19_nt6,nt25_np11,11.0
3061,np16_nt21,nt15_np8,11.0
3061,np13_nt23,nt15_np8,11.0
3061,np13_nt23,nt11_np18,11.0
3062,np14_nt22,nt16_np17,11.0
3062,np20_nt1,nt1_np1,11.0
3062,np7_nt10,nt25_np11,11.0
3063,np17_nt16,nt6_np19,11.0
3064,np11_nt25,nt21_np15,11.0
3066,np16_nt21,nt23_np13,11.0
3066,np13_nt23,nt10_np7,11.0
3066,np17_nt16,nt5_np5,11.0
3067,np17_nt16,nt15_np8,11.0
3067,np12_nt24,nt20_np9,11.0
3067,np15_nt21,nt21_np16,11.0
3068,np15_nt21,nt5_np6,11.0
3068,np17_nt16,nt24_np12,11.0
3069,np2_nt2,nt23_np13,11.0
3069,np2_nt2,nt22_np14,11.0
3069,np19_nt6,nt21_np16,11.0
3070,np8_nt15,nt1_np20,11.0
3070,np12_nt24,nt1_np1,11.0
3071,np9_nt20,nt1_np1,11.0
3071,np10_nt25,nt21_np15,11.0
3071,np1_nt1,nt21_np15,11.0
3072,np11_nt25,nt1_np1,11.0
3072,np17_nt16,nt3_np3,11.0
3072,np11_nt25,nt4_np4,11.0
3075,np3_nt3,nt10_np7,11.0
3076,np17_nt16,nt21_np15,11.0
3076,np19_nt6,nt25_np11,11.0
3076,np18_nt11,nt16_np17,11.0
3076,np18_nt11,nt5_np6,11.0
3077,np3_nt3,nt16_np17,11.0
3077,np13_nt23,nt2_np2,11.0
3078,np19_nt6,nt20_np9,11.0
3079,np15_nt21,nt22_np14,11.0
3079,np16_nt21,nt1_np20,11.0
3079,np11_nt25,nt3_np3,11.0
3080,np13_nt23,nt6_np19,11.0
3080,np17_nt16,nt5_np6,11.0
3080,np14_nt22,nt24_np12,11.0
3080,np17_nt16,nt1_np20,11.0
3080,np1_nt1,nt11_np18,11.0
3080,np19_nt6,nt1_np1,11.0
3081,np2_nt2,nt1_np20,11.0
3082,np2_nt2,nt25_np11,11.0
3082,np20_nt1,nt16_np17,11.0
3083,np12_nt24,nt6_np19,11.0
3083,np9_nt20,nt22_np14,11.0
3083,np3_nt3,nt23_np13,11.0
3084,np10_nt25,nt1_np1,11.0
3084,np19_nt6,nt21_np15,11.0
3085,np19_nt6,nt4_np4,11.0
3085,np15_nt21,nt5_np6,11.0
3085,np13_nt23,nt15_np8,11.0
3086,np15_nt21,nt23_np13,11.0
3089,np13_nt23,nt21_np16,11.0
3089,np9_nt20,nt10_np7,11.0
3089,np18_nt11,nt21_np16,11.0
3091,np20_nt1,nt4_np4,11.0
3091,np14_nt22,nt5_np5,11.0
3091,np16_nt21,nt3_np3,11.0
3092,np2_nt2,nt21_np16,11.0
3092,np17_nt16,nt1_np1,11.0
3093,np1_nt1,nt16_np17,11.0
3094,np4_nt4,nt3_np3,11.0
3095,np20_nt1,nt21_np15,11.0
3095,np18_nt11,nt25_np11,11.0
3095,np8_nt15,nt25_np10,11.0
3096,np19_nt6,nt22_np14,11.0
3096,np9_nt20,nt6_np19,11.0
3096,np20_nt1,nt3_np3,11.0
3097,np7_nt10,nt22_np14,11.0
3098,np7_nt10,nt16_np17,11.0
3099,np19_nt6,nt25_np10,11.0
3100,np16_nt21,nt5_np5,11.0
3101,np9_nt20,nt15_np8,11.0
3101,np13_nt23,nt22_np14,11.0
3102,np6_nt5,nt11_np18,11.0
3102,np4_nt4,nt20_np9,11.0
3104,np16_nt21,nt1_np20,11.0
3104,np13_nt23,nt5_np5,11.0
3104,np17_nt16,nt6_np19,11.0
3105,np13_nt23,nt3_np3,11.0
3105,np19_nt6,nt5_np6,11.0
3105,np9_nt20,nt21_np16,11.0
3106,np3_nt3,nt4_np4,11.0
3106,np19_nt6,nt16_np17,11.0
3107,np17_nt16,nt5_np6,11.0
3107,np15_nt21,nt22_np14,11.0
3107,np16_nt21,nt5_np5,11.0
3108,np6_nt5,nt25_np10,11.0
3108,np15_nt21,nt6_np19,11.0
3108,np1_nt1,nt21_np15,11.0
3109,np2_nt2,nt3_np3,11.0
3109,np2_nt2,nt24_np12,11.0
3109,np16_nt21,nt1_np20,11.0
3109,np5_nt5,nt2_np2,11.0
3109,np1_nt1,nt25_np11,11.0
3109,np11_nt25,nt11_np18,11.0
3109,np13_nt23,nt5_np6,11.0
3111,np7_nt10,nt16_np17,11.0
3111,np14_nt22,nt11_np18,11.0
3113,np14_nt22,nt5_np6,11.0
3113,np9_nt20,nt2_np2,11.0
3113,np6_nt5,nt4_np4,11.0
3115,np19_nt6,nt5_np5,11.0
3115,np11_nt25,nt5_np5,11.0
3115,np11_nt25,nt21_np15,11.0
3116,np13_nt23,nt10_np7,11.0
3117,np2_nt2,nt23_np13,11.0
3117,np7_nt10,nt20_np9,11.0
